NeuronNetwork 0
N  119 10.0669 9.91816 65.3748 9.30333 9.11864 64.7253 0.500424 0.469669 0.766731 1 0.0370575 -0.166977 -0.180553 10 3205 0 0 0 105 1 163 
N  120 8.33437 8.95539 55.5273 7.66355 8.39185 53.4477 0.460065 0.580441 0.766966 1 -0.0139599 0.0416677 -0.291504 5 3205 0 0 0 81 1 121 
N  121 9.58428 9.95783 56.186 9.09052 9.58147 54.2835 0.438344 0.609451 0.76699 1 0.114603 0.233137 0.0715321 6 3203 0 0 0 120 1 137 
N  122 49.8738 5.32312 -7.77143 49.2487 3.87398 -6.98645 0.683252 0.635062 0.767895 1 -0.00821505 -0.625925 -0.089336 12 3203 0 0 0 102 1 138 
N  123 12.1591 13.9803 52.1289 10.5037 12.8213 51.907 0.401073 0.712813 0.767211 1 -0.134607 0.033465 -0.141625 15 3202 0 0 0 114 2 128 5532 
N  124 -33.9819 -0.550725 -0.341669 -32.0678 -1.54012 -1.37392 0.374222 0.578423 0.766672 1 0.175615 -0.137444 -0.135489 14 3201 0 0 0 116 1 127 
N  125 14.5903 -9.53959 -39.8045 12.6739 -8.20186 -41.1124 -0.042248 0.507592 0.765042 1 -0.0403377 -0.209183 -0.107082 17 3201 0 0 0 109 2 131 396 
N  126 14.5834 -8.96817 -39.7278 12.6649 -7.7582 -40.9904 0.0662246 0.494282 0.765361 1 -0.139333 -0.0239857 0.300576 17 3201 0 0 0 112 2 136 545 
N  127 -32.9921 1.19013 1.11345 -31.1001 -0.188767 -0.252585 0.375911 0.60928 0.766781 1 0.153694 -0.181014 -0.301715 15 3200 0 0 0 124 1 130 
N  128 11.7827 13.9551 50.4608 9.76054 12.3011 50.1467 0.345871 0.716697 0.76704 1 -0.42527 -0.0121193 0.0558261 16 3199 0 0 0 123 2 156 220 
N  129 51.8086 11.0534 10.3662 51.2708 10.3794 9.50384 0.646451 0.759135 0.768187 1 -0.435739 0.538465 -0.105291 11 3199 0 0 0 115 2 144 609 
N  130 -32.0089 2.90981 2.43285 -30.0492 1.22243 0.807052 0.313621 0.638436 0.76667 1 -0.161373 -0.0168511 -0.37323 16 3198 0 0 0 127 2 180 641 
N  131 16.0729 -8.88558 -40.5074 14.2261 -7.63299 -42.3265 -0.0918664 0.501736 0.764857 1 -0.0224514 -0.123333 -0.0702862 18 3198 0 0 0 125 1 139 
N  132 16.357 -11.1349 -40.3943 16.1114 -9.64188 -41.691 0.187965 0.524018 0.765867 1 -0.276422 -0.250915 -0.274125 16 3195 0 0 0 110 1 140 
N  133 11.219 12.2006 -46.8919 11.1314 12.6062 -47.0942 0.526154 0.509404 0.76695 1 0.0220804 0.36248 0.347826 8 3195 0 0 0 118 1 135 
N  134 -48.7915 -6.28341 -8.18722 -49.3096 -4.70367 -6.38119 0.434265 0.574608 0.76686 1 -0.158344 0.129116 0.0974573 6 3194 0 0 0 117 2 149 845 
N  135 11.9963 12.6834 -45.6602 12.125 13.1779 -45.7844 0.548439 0.53973 0.767125 1 -0.292643 0.0985553 0.404013 9 3194 0 0 0 133 1 142 
N  136 16.2291 -8.18959 -40.0626 14.4591 -7.11846 -41.6967 0.154137 0.475475 0.765592 1 -0.070352 0.0279458 0.194234 18 3193 0 0 0 126 2 165 1105 
N  137 10.8445 10.9225 56.3346 10.7115 10.824 54.7257 0.395007 0.637704 0.76694 1 0.038526 0.0201287 0.302737 7 3192 0 0 0 121 1 148 
N  138 50.2032 7.18752 -6.05595 49.6906 5.5984 -5.66109 0.725916 0.587697 0.767879 1 -0.0574933 -0.321952 -0.344646 13 3192 0 0 0 122 1 152 
N  139 17.4982 -8.25281 -41.3253 15.9197 -7.12432 -43.3449 -0.0158906 0.529551 0.765204 1 0.191895 0.0277461 0.206622 19 3192 0 0 0 131 2 173 1639 
N  140 17.7751 -11.8261 -39.6777 18.1207 -10.1382 -40.9102 0.116446 0.527127 0.765639 1 0.164361 -0.296656 -0.343789 17 3190 0 0 0 132 1 234 
N  141 4.96983 -11.0076 -43.0869 3.79022 -10.0589 -42.29 0.196589 0.633589 0.766263 1 -0.113019 -0.0551089 -0.0728165 10 3190 0 0 0 107 1 168 
N  142 12.8442 13.204 -44.433 13.2051 13.7692 -44.4981 0.530355 0.514821 0.766982 1 -0.160127 0.0542212 0.201122 10 3190 0 0 0 135 1 145 
N  143 -0.387933 -3.05993 -40.4995 -0.526212 -2.61339 -37.8785 0.188192 0.531299 0.765892 1 -0.220703 0.0978987 -0.417336 8 3188 0 0 0 62 2 147 367 
N  144 52.4227 12.2457 11.1387 52.0826 11.7066 10.2384 0.661454 0.779221 0.768304 1 -0.29898 0.313953 -0.0522507 12 3186 0 0 0 129 1 198 
N  145 13.7328 13.8219 -43.2001 14.323 14.4677 -43.1571 0.504325 0.563514 0.767058 1 -0.0343501 0.209809 0.3317 11 3186 0 0 0 142 1 159 
N  146 5.3718 3.12965 -39.1279 4.052 1.93812 -37.012 0.378174 0.580658 0.766693 1 0.00534216 0.01571 -0.0860237 11 3185 0 0 0 96 2 150 154 
N  147 -1.10966 -4.23327 -38.9555 -1.29931 -3.74129 -36.2693 0.168988 0.527079 0.765814 1 0.187708 -0.254793 -0.0983017 9 3185 0 0 0 143 1 158 
N  148 11.8915 11.9343 55.7673 12.1334 12.1985 54.5452 0.443056 0.678617 0.767238 1 0.436165 -0.268904 0.611872 8 3184 0 0 0 137 1 151 
N  149 -48.0484 -7.46079 -9.18424 -48.4011 -5.95904 -7.61058 0.423089 0.553098 0.766751 1 -0.40455 -0.199189 0.438157 7 3184 0 0 0 134 2 153 1538 
N  150 7.04112 4.34215 -38.1916 5.59836 2.9308 -36.2411 0.423482 0.576858 0.766832 1 0.140722 -0.325278 0.282994 12 3184 0 0 0 146 1 166 
N  151 12.6526 12.7364 55.0347 13.1302 13.2602 54.1731 0.416032 0.68656 0.767174 1 0.230754 -0.117545 0.285956 9 3181 0 0 0 148 2 164 169 
N  152 50.6017 8.9177 -5.1964 50.1959 7.21341 -5.04226 0.627665 0.55079 0.767427 1 0.148926 0.214508 -0.314398 14 3181 0 0 0 138 1 179 
N  153 -47.0306 -8.90608 -10.2539 -47.281 -7.54323 -8.98475 0.461411 0.515708 0.766754 1 -0.0104558 0.0951051 0.476064 8 3180 0 0 0 149 1 171 
N  154 7.1614 4.40416 -38.5984 5.72289 2.98957 -36.7431 0.478067 0.573121 0.767002 1 0.0131591 0.0433917 -0.00839367 12 3180 0 0 0 146 1 155 
N  155 8.88554 5.65841 -38.2185 7.38126 4.07102 -36.6755 0.554497 0.601473 0.767352 1 0.0208384 0.0610832 0.0467893 13 3179 0 0 0 154 1 157 
